Variable,Long Name,Unit,Make,Sensor,Process Level,Study Domain,Temporal Resolution,Spatial Resolution,Comment,Dataset Name,Data Source,Distributor,Dataset Description,Dataset_ID,ID,Table_Name,Keywords
eddy_radius,Eddy radius,km,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,58,tblChelton,eddy radius Chelton rep reprocessed observation satellite phys physics
eddy_A,Eddy amplitude,m,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,59,tblChelton,eddy amplitude Chelton rep reprocessed observation satellite phys physics
eddy_U,Maximum circum-average speed within the eddy,cm/s,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,60,tblChelton,eddy circum averaged speed Chelton rep reprocessed observation satellite phys physics
eddy_age,Eddy age,day,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,61,tblChelton,eddy age Chelton rep reprocessed observation satellite phys physics
eddy_polarity,Eddy polarity,,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,62,tblChelton,eddy polarity Chelton rep reprocessed observation satellite phys physics
eddy_polarity,Eddy polarity,,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,63,tblEddyCoresML,eddy polarity ML machine learning rep reprocessed observation satellite phys physics
sla_mean_fixed,Eddy Core SLA,m,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged SLA within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,64,tblEddyCoresML,eddy core centric colocalized sla ML machine learning rep reprocessed observation satellite phys physics
vort_mean_fixed,Eddy Core Vort,1/s,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged relative vorticity within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,65,tblEddyCoresML,eddy core centric colocalized vort relative vorticity ML machine learning rep reprocessed observation satellite phys physics
displacement_mean_fixed,Eddy Core Lagrangian Displacement,deg,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged Lagrangian displacement  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,66,tblEddyCoresML,eddy core centric colocalized lagrangian displacement disp ML machine learning rep reprocessed observation satellite phys physics
ftle_mean_fixed,Eddy Core FTLE,1/day,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged FTLE  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,67,tblEddyCoresML,eddy core centric colocalized lagrangian ftle ML machine learning rep reprocessed observation satellite phys physics
sst_mean_fixed,Eddy Core SST,C,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged SST  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,68,tblEddyCoresML,eddy core centric colocalized sst ML machine learning rep reprocessed observation satellite phys physics
chl_mean_fixed,Eddy Core CHL,mg/m^3,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged CHL  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,69,tblEddyCoresML,eddy core centric colocalized chl ML machine learning rep reprocessed observation satellite phys physics
CO2_mean_surface,Eddy Core CO2,uatm,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged surface CO2  mearurements within 50km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,70,tblEddyCoresML,eddy core centric colocalized co2 ML machine learning rep reprocessed observation satellite phys physics
mld_mean_fixed,Eddy Core Mixed Layer Depth (MLD),m,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged MLD  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,71,tblEddyCoresML,eddy core centric colocalized mld mixed layer depth ML machine learning rep reprocessed observation satellite phys physics
sss_mean_fixed,Eddy Core Sea Surface Salinity (SSS),psu,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged SSS  within 30km from the eddy core.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,72,tblEddyCoresML,eddy core centric colocalized sss sea surface salinity ML machine learning rep reprocessed observation satellite phys physics
sla_mean_full,Eddy SLA,m,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged SLA within the eddy interior.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,74,tblEddyCoresML,eddy interior centric colocalized sla ML machine learning rep reprocessed observation satellite phys physics
vort_mean_full,Eddy Vort.,1/s,Observation,Satellite,Reprocessed,Physics,Daily,Irregular,Averaged Vort within the eddy interior.,Global Eddy Dataset (ML),Opedia,Simons Ocean Atlas,A novel altimetry-based machine learning approach for eddy identification and characterization. The machine learning models use daily maps of geostrophic velocity anomalies and are trained according to the phase angle between the zonal and meridional components at each grid point. The trained models are then used to identify the corresponding eddy phase patterns and to predict the lifetime of a detected eddy structure.,19,75,tblEddyCoresML,eddy interior centric colocalized vort relative vorticity ML machine learning rep reprocessed observation satellite phys physics
